ALDH1A1	ALDH1A1
CHAF1A	PCNA
ING1	PCNA
CDC6	PCNA
EP300	PCNA
DHX9	PCNA
CDK6	PCNA
HUS1	PCNA
RAD9A	PCNA
POLH	PCNA
MTTP	APOB
WRN	PCNA
MYBBP1A	PCNA
MUTYH	PCNA
GADD45B	PCNA
GADD45G	PCNA
CCNO	PCNA
APEX2	PCNA
POLE	PCNA
MSH6	PCNA
POLB	PCNA
SGCD	FLNC
HSP90B1	APOB
MCL1	PCNA
ZNF587	SMAD9
DNTT	PCNA
XRCC5	PCNA
POLL	PCNA
DNTTIP2	PCNA
POLD3	PCNA
KCTD13	PCNA
CHTF18	PCNA
DSCC1	PCNA
BGN	APOB
POLD2	PCNA
POLM	PCNA
CHTF8	PCNA
POLDIP2	PCNA
PRLR	PRLR
PTPN11	PRLR
VAV2	PRLR
TEC	PRLR
YWHAZ	PRLR
LRP2	APOB
CISH	PRLR
NEK3	PRLR
SOCS3	PRLR
SOCS2	PRLR
YWHAG	PRLR
PRL	PRLR
CSH1	PRLR
PRDX4	PRDX1
ARHGAP9	SMAD9
MCHR1	PMCH
APOA1	APOB
MCHR2	PMCH
GBA	PSAP
KLK3	SEMG1
KLK3	SERPINA1
SERPINA5	KLK3
PZP	KLK3
PKP2	SMAD9
VTN	POMC
LDLR	APOB
MEP1A	POMC
MC2R	POMC
MC5R	POMC
HLA-DRB3	POMC
PLK1	PSMA3
PSMA1	PSMA3
PSMA6	PSMA3
XRN2	PSMA3
PLK1	PSMA5
PELP1	SMAD9
PDIA4	APOB
PSMB9	PSMB10
PROS1	PROC
F2	PROC
THBD	PROC
PROC	F5
F8	PROC
PROCR	PROC
SERPINA5	PROC
F2	AMBP
GRN	SMAD9
SEC61B	APOB
TMEM57	SMAD9
EIF2AK2	EIF2AK2
EIF2AK2	TP53
STAT1	EIF2AK2
CASP3	EIF2AK2
DNAJC3	EIF2AK2
EIF2AK2	PPP2R5A
CASP7	EIF2AK2
CASP8	EIF2AK2
METAP2	EIF2AK2
HSPA8	APOB
RAC1	EIF2AK2
MAP3K5	EIF2AK2
ASH2L	SMAD9
IKBKB	EIF2AK2
TARBP2	EIF2AK2
TIRAP	EIF2AK2
PTGES3	EIF2AK2
PPP1CC	EIF2AK2
PRKRIR	EIF2AK2
SEC61A2	APOB
STRBP	EIF2AK2
PRKRIP1	EIF2AK2
PPP1CA	EIF2AK2
SMAD9	SNRNP70
MAP2K1	MAP2K1
MAPK1	MAP2K1
HRAS	MAP2K1
MYC	MAP2K1
ARAF	MAP2K1
GRB10	MAP2K1
ATN1	SLIT1
RPS6KA2	MAP2K1
MAPK3	MAP2K1
TRAF3	MAP2K1
MAP2K1	CASP9
MAP3K4	MAP2K1
PAK1	MAP2K1
MAPKSP1	MAP2K1
MAP2K1	RPS6KA4
CPNE1	MAP2K1
CPNE4	MAP2K1
MYOT	FLNC
LEPR	APOD
PEBP1	MAP2K1
TRIB1	MAP2K1
PEBP4	MAP2K1
MAPK8IP3	MAP2K1
KSR2	MAP2K1
MAP2K1	PARVA
SMAD9	HEY1
EPHA2	PTPN11
PRKCA	PTPN11
PRKCB	PTPN11
APOE	APOE
TNFRSF1A	PTPN11
PTPN11	TEK
TIE1	PTPN11
PTPN11	STAT1
SHC1	PTPN11
PTPN11	IL6ST
PTK2	PTPN11
IRS2	PTPN11
GHR	PTPN11
LEPR	PTPN11
LRP1	APOE
CAV1	PTPN11
CDH5	PTPN11
PTPN11	PTK2B
PTPN11	STAT5A
CRKL	PTPN11
PTPN11	SPRY2
PXN	PTPN11
PTPN11	HNRNPU
LAIR1	PTPN11
DAB1	PTPN11
CTSB	APOE
SLAMF1	PTPN11
IRS4	PTPN11
PTPN11	STAT5B
PTPN11	MPZL1
SIGLEC7	PTPN11
PTPN11	GAB1
ACTN4	PTPN11
SIT1	PTPN11
PTPN11	MVP
PILRA	PTPN11
MAP2	APOE
PRKCH	PTPN11
PAG1	PTPN11
PTPN11	GAB2
SLAMF6	PTPN11
SIGLEC11	PTPN11
PTPN11	FRS2
FRS3	PTPN11
BTLA	PTPN11
GAB3	PTPN11
INPP5D	PTPN11
APOE	MAPT
C6orf25	PTPN11
TREML1	PTPN11
NEDD9	PTPN11
LILRB4	PTPN11
SIGLEC12	PTPN11
PSAP	SMAD9
GRID2	PTPN4
MAPK1	PTPN5
MAPK3	PTPN5
F2	PROS1
NEFM	APOE
F5	PROS1
F10	PROS1
F8	PROS1
TYRO3	PROS1
TTC37	SMAD9
TNC	PTPRB
TEK	PTPRB
CDH5	PTPRB
CNTNAP1	PTPRB
CNTN1	PTPRB
PLTP	APOE
NRCAM	PTPRB
MAGI3	PTPRB
F11R	PTPRB
PTPN6	PTPN6
TYK2	PTPN6
ZAP70	PTPN6
PRKCD	PTPN6
SSTR2	PTPN6
ABL1	PTPN6
PTPN6	SRC
PRNP	APOE
TNFRSF1A	PTPN6
SYK	PTPN6
IL6ST	PTPN6
GHR	PTPN6
CTNND1	PTPN6
CAV1	PTPN6
NAGK	SMAD9
LCP2	PTPN6
PTPN6	SIRPA
KHDRBS1	PTPN6
VLDLR	APOE
DOK1	PTPN6
SIL1	SMAD9
IRS4	PTPN6
STAT5B	PTPN6
BLNK	PTPN6
CLEC4A	PTPN6
PILRA	PTPN6
PAG1	PTPN6
PTPN6	GAB2
SLAMF6	PTPN6
MYOZ1	FLNC
LRP2	APOE
SIGLEC11	PTPN6
BTLA	PTPN6
PTPN6	CUZD1
FCGR2B	PTPN6
PTPN6	PILRB
C6orf25	PTPN6
TREML1	PTPN6
LILRB2	PTPN6
LILRB4	PTPN6
SIGLEC12	PTPN6
SCARB1	APOE
CD300LF	PTPN6
DNAJA3	SMAD9
DKK1	SMAD9
PTPN6	KLRB1
PABPC4	SMAD9
PLEC1	SMAD9
SMAD4	PSMD11
PTPN6	KLRA1
SMAD4	DNAJB2
PTPN6	PIK3R1
LRP8	APOE
PTPN6	PTK2B
PTPRA	PTPRA
PTPRM	PTPRA
PRKCD	PTPRA
PTPRF	PTPRA
SRC	PTPRA
PTPRS	PTPRA
PTPRD	PTPRA
PTPRA	CALM1
SMAD4	DCP1B
LDLR	APOE
TYK2	PTPN1
PTPN1	MAPK1
PTPN1	SRC
NTRK1	PTPN1
NTRK3	PTPN1
RRAS2	PTPN1
GLRX	PTPN1
NTRK2	PTPN1
CAV1	PTPN1
PIN1	PTPN1
ATN1	TEP1
PTPN1	STAT5A
BCAR1	PTPN1
CLK2	PTPN1
PTPN1	STAT5B
GSK3B	PTPN1
CLK1	PTPN1
PTPN1	NFKBIA
SMAD4	HMG20A
SMAD4	XPO5
DLG4	PTPRG
ATN1	TRIP6
GNB2L1	PTPRM
CDH1	PTPRM
CTNND1	PTPRM
PPFIBP1	PTPRM
MAPK1	PTPN7
MAPK14	PTPN7
PRKACA	PTPN7
MAPK3	PTPN7
GIT1	PTPRZ1
PKIA	PRKACB
CSNK2A1	APEX1
PKIB	PRKACB
PRKAR2A	PRKAR2A
RYR2	PRKAR2A
SCTR	PRKAR2A
SEMG2	PRKAR2A
PRKX	PRKAR2A
AKAP14	PRKAR2A
AKAP1	PRKAR2A
CBFA2T3	PRKAR2A
AKAP9	PRKAR2A
GZMA	APEX1
AKAP13	PRKAR2A
AKAP5	PRKAR2A
AKAP3	PRKAR2A
AKAP6	PRKAR2A
AKAP8	PRKAR2A
AKAP10	PRKAR2A
AKAP11	PRKAR2A
AKAP12	PRKAR2A
NBEA	PRKAR2A
RAB32	PRKAR2A
HSPA1A	APEX1
AKAP2	PRKAR2A
ARFGEF2	PRKAR2A
MYCBPAP	PRKAR2A
AKAP7	PRKAR2A
SMAD4	RPL28
SMAD4	TCTA
PRKAR1A	PRKAR1B
AKAP1	PRKAR1B
WRN	PRKAR1B
PPP1R9A	PRKAR1B
XRCC6	APEX1
PRKAR2B	PRKAR2B
AKAP4	PRKAR2B
AKAP14	PRKAR2B
AKAP1	PRKAR2B
PRKAR2B	LASP1
AKAP9	PRKAR2B
AKAP5	PRKAR2B
AKAP10	PRKAR2B
AKAP11	PRKAR2B
NBEA	PRKAR2B
PHLDB2	FLNC
NME1	APEX1
AXIN1	PPP2CB
PPP2CB	PACS1
PPP2CB	GAD1
SMAD4	HDLBP
LCMT1	PPP2CB
SMAD4	CD59
SERPINE2	F2
F2	F2R
THBD	F2
THBS1	F2
HMGB2	APEX1
C6	F2
KNG1	F2
GP1BA	F2
F9	F2
F2	AANAT
SERPINB8	F2
PCNA	APEX1
SERPINA5	F2
F2RL2	F2
F2RL3	F2
F2	CPB2
F2	AKR7A2
F2	HGFAC
SERPING1	F2
ITGA2B	F2
F11	F2
SMAD4	RALA
TXN	APEX1
SMAD4	GPNMB
SMAD4	PSG9
F2	ST13
F2	SPP1
SMAD4	TH1L
SMAD4	MAPK13
F2	PROZ
F2	PLAU
SMAD4	TM9SF2
SMAD4	EEF1A1
TP53	APEX1
SMAD4	ZBED5
S100B	S100A1
RYR1	S100A1
PYGM	S100A1
AGER	S100A1
CAPZA1	S100A1
CACYBP	S100A1
S100A4	S100A1
SMAD4	CNKSR1
SMAD4	RMND5B
XRCC1	APEX1
GNB2L1	TYK2
IL13RA1	TYK2
TYK2	STAT1
IL6ST	TYK2
IRS2	TYK2
GHR	TYK2
CRKL	TYK2
PRMT5	TYK2
STAM2	TYK2
XRCC5	TYK2
NXF2	APEX1
FER	FER
CTNND1	FER
TMF1	FER
YWHAB	FER
FER	CALM1
FGF9	FGFR2
FGF10	FGFR2
EPHA8	EPHA8
PIK3CG	EPHA8
FEN1	APEX1
EFNA4	EPHA8
EFNA5	EPHA8
TNFAIP1	EPHA2
EFNA1	EPHA2
SHC1	EPHA2
TIAM1	EPHA2
PTK2	EPHA2
SLA	EPHA2
EFNA4	EPHA2
EFNA3	EPHA2
APEX1	HDAC1
EFNA5	EPHA2
EFNA2	EPHA2
ACP1	EPHA2
ZAP70	ZAP70
SOS1	ZAP70
CD247	ZAP70
ABL1	ZAP70
TUBA4A	ZAP70
ZAP70	DUSP3
SHB	ZAP70
EP300	APEX1
SHC1	ZAP70
SLA	ZAP70
PTK2B	ZAP70
ZAP70	LCP2
SH3BP2	ZAP70
ZAP70	LAT
TYROBP	ZAP70
CBLB	ZAP70
SIT1	ZAP70
ZAP70	SH2B3
SGCG	FLNC
HNRNPL	APEX1
PAG1	ZAP70
ZAP70	GAB2
SLAMF6	ZAP70
SLA2	ZAP70
ZAP70	DBNL
PTPN3	ZAP70
FCRL3	ZAP70
ACP1	ZAP70
CD3E	ZAP70
NFAM1	ZAP70
HIF1A	APEX1
MAPK1	MAPK1
PRKCE	MAPK1
MAPK1	RB1
MAPK1	RXRA
MAPK1	SREBF1
MAPK1	NR5A1
MAPK1	SP1
MAPK1	CEBPB
MAPK1	MYB
MAPK1	ZFP36
MUTYH	APEX1
MAPK1	TP53
NTRK3	MAPK1
RPS6KA3	MAPK1
ELK1	MAPK1
DUSP3	MAPK1
MAPK14	MAPK1
SREBF2	MAPK1
SHC1	MAPK1
NKX2-1	MAPK1
MAPK1	UBTF
APEX1	ANP32C
MAPK1	DUSP1
MAPK1	SCNN1G
SMAD4	UHRF2
MAPK1	SMAD4
MAP2K2	MAPK1
C1QBP	MAPK1
MAPK1	PPARG
STAT5A	MAPK1
MAPK1	RPS6KA1
RPS6KA2	MAPK1
DCTN1	APEX1
GMFB	MAPK1
METAP2	MAPK1
MAPK1	NCOA3
MAPK1	EIF4EBP1
MAPK1	CASP9
MAPK1	KHDRBS1
PXN	MAPK1
PTPRH	MAPK1
TNFSF11	MAPK1
MAPK1	NCOA1
POLB	APEX1
DUSP4	MAPK1
DUSP7	MAPK1
PTPRR	MAPK1
MAPK1	IER3
SNCG	MAPK1
MAPK1	DUSP5
MAPKSP1	MAPK1
KLF11	MAPK1
MAPK1	PPP1R9B
MAPK1	TNFRSF25
ANP32A	APEX1
MAPK1	IQGAP1
PEA15	MAPK1
RPS6KA4	MAPK1
NEK2	MAPK1
STAT5B	MAPK1
DYRK1B	MAPK1
MKNK2	MAPK1
MAPK1	RGS19
HDAC4	MAPK1
MAPK1	GAB2
SET	APEX1
MAPK1	FRS3
UBR5	MAPK1
MAPK1	CAD
PEBP1	MAPK1
MAPK1	GORASP2
TPR	MAPK1
FHL3	MAPK1
TNIP1	MAPK1
MAPK1	TOB1
MAPKAPK5	MAPK1
UBE2I	APEX1
MKNK1	MAPK1
MAPK1	DUSP16
MAPK1	ERF
MAPK1	CALCOCO1
KSR2	MAPK1
MAPK1	MAFA
MAPK1	NDE1
MAPK1	GABRR1
SMAD4	PSG2
SMAD4	C16orf57
ATN1	BAT2
MAPK1	SORBS3
MAPK4	MAPK4
PRKCA	PRKCA
GNB2L1	PRKCA
PRKCZ	PRKCA
PRKCA	RRAD
PRKCA	RHO
PRKCA	DDX5
SCTR	PRKCA
SEMG1	PRKCA
KCND2	FLNC
ATN1	BAT3
SEMG2	PRKCA
TERT	PRKCA
PRKCA	SRC
SMAD4	SNRNP70
PRKCA	TP53
STAG1	SMAD9
PRKCA	VCL
PRKCA	VTN
PRKCA	NCF1
PRKCA	GJB1
APOA1	APOF
PRKCA	RPL10
XK	PRKCA
PRKCA	ITGB2
PRKCA	PTPN12
SYK	PRKCA
PRKCA	SNAP25
PRKCA	NFATC1
PRKCA	DLX3
TIAM1	PRKCA
AVPR1A	PRKCA
CALR	LRP1
RGS2	PRKCA
MYLK	PRKCA
PRKCA	CASR
C1QBP	PRKCA
PRKCA	GPM6A
YWHAZ	PRKCA
PRKCA	DGKZ
PRKCA	ADD3
BTG2	PRKCA
TEP1	PRKCA
CANX	LRP1
PRKCA	GMFB
ARHGEF1	PRKCA
OGG1	PRKCA
RAC1	PRKCA
PRKCA	PA2G4
PRKCA	NRGN
PRKCA	DNM1
PRKCA	PLD1
PLD2	PRKCA
PRKCA	HAND1
C3	LRP1
HAND2	PRKCA
PRKCA	CFTR
CISH	PRKCA
PRKCA	CYTH2
PRKCA	RGS7
PRKCA	SNAP23
FSCN1	PRKCA
PRKCA	OCLN
DLG4	PRKCA
PRKCA	STXBP1
C4BPA	LRP1
PRKCA	SPAG1
PRKCA	PEA15
CEP135	SMAD9
GNA12	PRKCA
PRKCA	GRM1
AKAP5	PRKCA
AKAP12	PRKCA
PRKCA	RGS19
YWHAG	PRKCA
PRKCA	CD163
CTGF	LRP1
PRKCA	TRPV6
PRKCA	GSK3A
PRKCA	PLCB1
PRKCA	HSPB8
PRKCA	PEBP1
PRKCA	CHAT
POLB	PRKCA
PRKCA	MARCKS
PRKCA	PRKG1
FURIN	LRP1
PRKCA	PTGIR
ADCY5	PRKCA
PRKCA	EDF1
SDPR	PRKCA
KCNE4	PRKCA
PRKCA	ADAP1
AFAP1	PRKCA
TRIM29	PRKCA
PDLIM7	PRKCA
STXBP3	PRKCA
LTF	LRP1
PRKCA	TNNI3
PRKCA	HABP4
PRKCA	GABRR1
GABRR2	PRKCA
PRKCA	TRPC3
PRKCA	PPP1R14A
PRKCA	THOC5
PRKCA	GRIA2
PRKCA	HMGB1
PRKCA	RARA
LIPC	LRP1
PRKCA	SDC4
EVC2	SMAD9
PRKCA	TNNT2
GNB2L1	PRKCB
PRKCB	RRAD
SPTAN1	PRKCB
PRKCB	VTN
PRKCB	NCF1
PRKCB	BTK
PRKCB	ITGB2
NPHP1	FLNC
MDK	LRP1
GCNT1	PRKCB
BMPR2	PRKCB
RGS2	PRKCB
PRKCB	CASR
PRKCB	DAB2
PRKCB	PA2G4
PRKCB	NRGN
CISH	PRKCB
PRKCB	CYTH2
GRIN2D	PRKCB
SERPINE1	LRP1
PRKCB	OCLN
MAPK6	PRKCB
EIF6	PRKCB
PRKCB	STXBP1
GNA13	PRKCB
GSK3B	PRKCB
PDPK1	PRKCB
YWHAG	PRKCB
PDLIM5	PRKCB
PRKCB	GSK3A
PLAT	LRP1
PRKCB	PEBP1
PRKCB	MARCKS
MKI67	PRKCB
AFAP1	PRKCB
ZMYND8	PRKCB
RIPK4	PRKCB
PDLIM7	PRKCB
PRKCB	HABP4
GRIN1	PRKCB
PRKCB	GABRB2
PLAUR	LRP1
PRKCB	GABRG2
ARID1B	SMAD9
MAN1C1	SMAD9
PRKCE	PRKCE
GNB2L1	PRKCE
SRC	PRKCE
TIAM1	PRKCE
CNN1	PRKCE
COPB1	PRKCE
HK2	PRKCE
SCN3A	LRP1
PRKCE	TRPV1
CFTR	PRKCE
GRIN2D	PRKCE
PIK3CB	PRKCE
AKAP9	PRKCE
GNA13	PRKCE
VDAC1	PRKCE
PDPK1	PRKCE
PRKD1	PRKCE
PDLIM5	PRKCE
THBS1	LRP1
COPB2	PRKCE
PRKCE	ADAP1
AFAP1	PRKCE
GAD2	PRKCE
PRKCE	GAD1
GRIN1	PRKCE
PRKCE	PPP1R14A
EIF3E	SMAD9
PRKCD	PRKCD
PRKCZ	PRKCD
PDGFB	LRP1
PRKCD	CYTH1
PRKCD	NCF1
PRKCD	ITGB2
PRKCD	CREBBP
PRKCD	MEP1B
PRKCD	NFE2L2
PRKCD	KCNJ4
PRKCD	STAT1
SHC1	PRKCD
TIAM1	PRKCD
SRC	LRP1
PRKCD	IL6ST
PRKCD	HNRNPK
PRKCD	TAGLN
PRKDC	PRKCD
PTK2B	PRKCD
PRKCD	DAB2
C1QBP	PRKCD
PRKCD	NCF4
PPP2R5C	PRKCD
PLD2	PRKCD
HSP90B1	LRP1
CHPF	SMAD9
PRKCD	FSCN1
PRKCD	EP300
ADAM9	PRKCD
PRKCD	KLF5
PIK3CB	PRKCD
PRKCD	EIF2S1
GNA13	PRKCD
PDPK1	PRKCD
YWHAG	PRKCD
LPL	LRP1
PRKCD	GSK3A
PRKCD	PLCB1
PRKCD	AKT3
PRKCD	PEBP1
PLSCR3	PRKCD
PRKCD	PLSCR1
PPP2CA	PRKCD
PRKCD	KCNJ1
AFAP1	PRKCD
RIPK4	PRKCD
MYOZ3	FLNC
F8	LRP1
PRKCD	HABP4
PDP2	PRKCD
RASGRP3	PRKCD
PPP1CA	PRKCD
PDP1	PRKCD
PPM1A	PRKCD
PRKCG	VTN
TIAM1	PRKCG
RGS2	PRKCG
PRKCG	CASR
F9	LRP1
PRKCG	DAB2
YWHAB	PRKCG
PRKCG	PA2G4
PRKCG	NRGN
PRKCG	CYTH2
GRIN2D	PRKCG
PRKCG	OCLN
PRKCG	STXBP1
PNMA1	PRKCG
YWHAG	PRKCG
MMP13	LRP1
PDLIM5	PRKCG
PARD3	PRKCG
PRKCG	GSK3A
PARD6A	PRKCG
PRKCG	PEBP1
GABRA4	PRKCG
MARK4	PRKCG
AFAP1	PRKCG
PRKCG	HABP4
GRIN1	PRKCG
SHC1	LRP1
PPP1R14A	PRKCG
PRKCG	PARD6B
RNF123	SMAD9
GNB2L1	GNB2L1
RB1	GNB2L1
SYT1	GNB2L1
SRC	GNB2L1
TUBB	GNB2L1
ABTB1	SMAD9
AR	GNB2L1
MMP14	LRP1
ITGB2	GNB2L1
PDE4D	GNB2L1
STAT1	GNB2L1
TP73	GNB2L1
IFNAR2	GNB2L1
EIF6	GNB2L1
GRAP2	GNB2L1
PABPC1	GNB2L1
RASA3	GNB2L1
ATN1	GCC1
ST7	GNB2L1
NSMAF	GNB2L1
HABP4	GNB2L1
AGTRAP	GNB2L1
LRP12	GNB2L1
SFRS12	GNB2L1
PSMD8	SMAD9
SRC	PRKCZ
PRKCZ	NCF1
PRKACA	LRP1
IRAK1	PRKCZ
NFATC2	PRKCZ
CASP3	PRKCZ
CDKN2A	HSP90AB1
PRKCZ	YWHAB
GRB14	PRKCZ
SQSTM1	PRKCZ
TRAF6	PRKCZ
FADD	PRKCZ
MAP2K5	PRKCZ
GTPBP1	LRP1
SMAD1	PSMD11
PRKCZ	IKBKB
DAPK3	PRKCZ
IRS4	PRKCZ
PDPK1	PRKCZ
PARD6A	PRKCZ
FRS2	PRKCZ
PRKCZ	AKT3
PRKCZ	PEBP1
ADCY5	PRKCZ
MMP15	LRP1
PAWR	PRKCZ
FEZ1	PRKCZ
FEZ2	PRKCZ
PRG2	PRKCZ
ADAP1	PRKCZ
AFAP1	PRKCZ
PRKCZ	WWC1
PARD6G	PRKCZ
PDLIM7	PRKCZ
PRKCZ	HABP4
MMP16	LRP1
SMAD1	SOX5
SMAD1	VPS24
PRKCZ	PPP1R14A
PARD6B	PRKCZ
SMAD1	TTF1
SMAD1	AP2A2
TP53	S100B
GUCY2D	S100B
AGER	S100B
CAPZA1	S100B
APP	ACHE
ADORA2A	ACTN2
MMP17	LRP1
S100A11	S100B
IQGAP1	S100B
NDRG1	S100B
CACYBP	S100B
TNIP1	S100B
STK38	S100B
SMAD1	EWSR1
AHNAK	S100B
SMAD1	STARD13
SMAD1	INPP4A
APBB1	LRP1
SMAD1	AKR1B1
TPM1	S100A2
TPM3	S100A2
TPM2	S100A2
SMAD1	PIGQ
FECH	FECH
ABCB7	FECH
SMAD1	PUM1
SMAD1	ANKRD27
SMAD1	ICK
APBA2	LRP1
SMAD1	ZDHHC3
SMAD1	SMARCE1
COL4A5	SERPINE2
COL4A6	SERPINE2
CDC6	PSKH1
TNF	PRTN3
SERPINA1	PRTN3
ITGB2	PRTN3
CAMP	PRTN3
PRTN3	F2RL1
DLG4	LRP1
SMAD3	PRTN3
SERPINB13	PRTN3
PRTN3	RELA
CCL3	SRGN
PSMB8	PSMB8
LSM1	PSMB8
SMAD1	ZNF510
SPTAN1	EPB42
KRAS	EPB42
SLC4A2	EPB42
DAB1	LRP1
CD47	EPB42
STX12	EPB42
CNO	EPB42
SPINK7	EPB42
EPB42	ANK1
MAF	MAF
MYB	MAF
CREBBP	MAF
USF2	MAF
MAFG	MAF
MAPK8IP1	LRP1
EP300	MAF
SOX9	MAF
MAFA	MAF
SMAD1	PSMD1
COLQ	BCHE
SMAD1	ZNF76
SFTPA2	SFTPA1
DMBT1	SFTPA1
MYO18A	SFTPA1
SFTPA1	C1QA
GIPC1	LRP1
SMAD1	HBP1
MFAP4	SFTPD
DMBT1	SFTPD
SMAD1	SNRNP70
KDM6A	SMAD9
SFTPA2	SFTPA2
MMP7	SERPINA1
MMP7	BCAN
NGF	MMP7
EIF3C	SMAD9
SNX17	LRP1
EIF3C	SNIP1
PPP2R5E	SMAD9
VPS8	SMAD9
PKM2	PKM2
ARAF	PKM2
SORBS2	PKM2
EXOSC5	PKM2
RANBP9	SMAD9
PDHA2	PDHB
PDHX	PDHB
ITGB1BP1	LRP1
PDHA1	PDHB
CTR9	SMAD9
AFF1	SMAD9
RABGGTB	RABGGTB
RABGGTB	RAB3A
RABGGTB	RAB1A
ARAF	RABGGTB
PTP4A2	RABGGTB
CD82	LRP1
XAB2	SMAD9
RAD18	UBE2B
UBR2	UBE2B
L1CAM	RDX
ABCC2	RDX
ROCK1	RDX
ARHGDIA	RDX
ANG	ACTN2
MAPK8IP2	LRP1
CPNE1	RDX
CPNE2	RDX
CPNE4	RDX
GNA13	RDX
SLC9A3R1	RDX
SLC9A3R2	RDX
CASK	RAB3A
CHM	RAB3A
NOS1AP	LRP1
RABIF	RAB3A
RPH3AL	RAB3A
RABAC1	RAB3A
SYTL4	RAB3A
SYTL5	RAB3A
RIMS1	RAB3A
RIMS2	RAB3A
RAB3IL1	RAB3A
DMXL2	RAB3A
RAB3IP	RAB3A
GULP1	LRP1
RPH3A	RAB3A
TRIM29	SMAD9
YWHAZ	RRAD
PRKACA	RRAD
CAMK2G	RRAD
TPM2	RRAD
RRAD	CALM1
MCM3AP	SMAD9
MCF2	RHOG
MAP3K11	RHOG
SYNJ2BP	LRP1
KTN1	RHOG
RHOG	VAV2
DOCK1	RHOG
PLD1	RHOG
ARHGDIG	RHOG
VAV3	RHOG
IQGAP2	RHOG
ECT2	RHOG
ELMO1	RHOG
ELMO2	RHOG
ANAPC10	LRP1
MCF2L	RHOG
PPARD	SMAD9
RABGGTA	RAB1A
EIF3F	SMAD9
GOLGA5	RAB1A
GORASP2	RAB1A
USO1	RAB1A
MICALL1	RAB1A
BAZ1A	SMAD9
ATN1	ALG13
GDI2	RAB2A
ZNF592	SMAD9
BLZF1	RAB2A
MTMR10	SMAD9
RPH3AL	RAB3B
RIMS2	RAB3B
RPH3A	RAB3B
STX4	RAB4A
GDI2	RAB4A
ATN1	MYST3
PIN1	RAB4A
DYNLL1	RAB4A
RABEP1	RAB4A
KIF3B	RAB4A
CD2AP	RAB4A
RABAC1	RAB4A
RAB11FIP1	RAB4A
DYNC1LI1	RAB4A
RABGEF1	RAB4A
RUFY1	RAB4A
NR2F6	NR2F2
ZFYVE20	RAB4A
MAN1A2	SMAD9
STX4	RAB5A
TSC2	RAB5A
GDI2	RAB5A
SDCBP	RAB5A
RABEP1	RAB5A
RABAC1	RAB5A
EEA1	RAB5A
RIN1	RAB5A
MYOD1	NR2F2
RAB37	RAB5A
USP6NL	RAB5A
TBC1D3F	RAB5A
ALS2CL	RAB5A
RIN2	RAB5A
ZFYVE20	RAB5A
TBC1D3C	RAB5A
RAB6A	GDI1
RAB6A	CHM
RAB6A	TMF1
HDAC1	NR2F2
BICD1	RAB6A
GOLGA1	RAB6A
RAB6A	GOLGA4
RABAC1	RAB6A
ERC1	RAB6A
RABGAP1	RAB6A
SYTL5	RAB6A
RAB6A	DCTN1
KIF20A	RAB6A
BICD2	RAB6A
UTRN	ACTN2
SQSTM1	NR2F2
OTUB1	SMAD9
UBA6	SMAD9
TFRC	RAB5B
EEA1	RAB5B
RIN1	RAB5B
RIN3	RAB5B
RIN2	RAB5B
RAP1A	RAP1A
NTRK1	RAP1A
RALGDS	RAP1A
TRIM24	NR2F2
PRKACA	RAP1A
RGS14	RAP1A
PDE6D	RAP1A
KRIT1	RAP1A
RABAC1	RAP1A
RASA3	RAP1A
RASGRP4	RAP1A
RAPGEF6	RAP1A
RGL4	RAP1A
RAP1GDS1	RAP1A
BCL11A	NR2F2
RAPGEF5	RAP1A
RASIP1	RAP1A
APBB1IP	RAP1A
RMND5A	SMAD9
PRKACA	RAP1B
RGL2	RAP1B
RASSF5	RAP1B
RAP2A	RAP2A
RALGDS	RAP2A
RGS14	RAP2A
BCL11B	NR2F2
GRIN2D	RAP2A
RASSF5	RAP2A
RAPGEF6	RAP2A
RAPGEF5	RAP2A
RASIP1	RAP2A
GRIN1	RAP2A
RUNDC3A	RAP2A
TNIK	RAP2A
RALGDS	RAP2B
PDE6D	RAP2B
PIAS1	NR2F2
RAPGEF5	RAP2B
FLNA	RALA
PLD1	RALA
RASSF5	RALA
CNKSR2	RALA
EXOC5	RALA
EXOC1	RALA
RALBP1	RALA
REPS1	RALA
EXOC3	RALA
EPHB2	AQP1
EXOC8	RALA
RAB8B	RALA
RALGPS1	RALA
RGL4	RALA
EXOC2	RALA
EXOC4	RALA
EXOC7	RALA
RALA	CALM1
PHKA2	SMAD9
ZFYVE9	PPP1CA
PICK1	AQP1
REPS2	RALB
RALBP1	RALB
REPS1	RALB
RGL4	RALB
RALB	CALM1
PTPRF	PTPRF
CDH1	PTPRF
PTPRF	IRS2
CAV1	PTPRF
TRIO	PTPRF
ATN1	RBM10
BCAR1	PTPRF
PPFIA2	PTPRF
PPFIA3	PTPRF
FRS2	PTPRF
PPFIA1	PTPRF
ZFYVE9	BAT3
ROM1	PRPH2
GRAP2	PRPH2
CNGB1	PRPH2
EFNA1	EPHA1
AQP2	AQP2
EPHA3	EPHA3
EFNB2	EPHA3
EFNA5	EPHA3
EFNA2	EPHA3
RUFY2	EPHA3
RUFY1	EPHA3
KPNA2	RAG1
UBAC1	LAPTM5
RAG2	RAG1
RAD51	RAD51
EPRS	RARS
RPA1	RAD51
ABL1	RAD51
TP53	RAD51
FANCD2	RAD51
BRCA2	RAD51
CASP3	RAD51
SUMO1	RAD51
DMC1	RAD51
